PCC_AVG,SCC_AVG,RMSE_AVG,MAE_AVG,PCC_STD,SCC_STD,RMSE_STD,MAE_STD
0.7739705440418062,0.5602160210912764,7.679589979234946,5.649849257459305,0.007722043962778952,0.005314419135222738,0.1451955096741367,0.1092781170929765
