PCC_AVG,SCC_AVG,RMSE_AVG,MAE_AVG,PCC_STD,SCC_STD,RMSE_STD,MAE_STD
0.48663686290876723,0.36884295433506153,11.581909590212355,8.691418545336424,0.011148541105038129,0.011036117554148217,0.1883869151327316,0.27446515170268876
