PCC_AVG,SCC_AVG,RMSE_AVG,MAE_AVG,PCC_STD,SCC_STD,RMSE_STD,MAE_STD
0.26757443604996745,0.2049767047669913,12.550140411051538,9.319202366813284,0.018294623012764105,0.02798730306116767,0.13467542741387775,0.13603488274373227
