PCC_AVG,SCC_AVG,RMSE_AVG,MAE_AVG,PCC_STD,SCC_STD,RMSE_STD,MAE_STD
0.2765138100766988,0.211759837149922,12.504381616826953,9.226733829289119,0.011868754753340855,0.013140513098912739,0.1394392415344295,0.21677153881646788
