PCC_AVG,SCC_AVG,RMSE_AVG,MAE_AVG,PCC_STD,SCC_STD,RMSE_STD,MAE_STD
0.48647189473356517,0.3622763833359083,12.106570212943412,8.910674116717953,0.017355064189318075,0.015404140917980235,0.7148533530305229,0.6910551393391329
